time	서부 텍사스 중질유 가격	브랜트유 가격	천연가스 선물	가솔린 선물	난방유 선물	납 선물	주석 99.85% 선물	SHG 아연 99.995% 선물	LME Index	금 선물	은 선물	밀 선물	옥수수 선물	대두 선물	쌀	설탕 선물	커피 선물	오렌지쥬스 선물	돼지 선물	생우 선물	MSCI 선진국 부동산	MSCI 이머징 부동산	영국 Halifax 주택가격(계절조정)	영국 Nationwide 주택가격(계절조정)	북경 주택가격	천진 주택가격	상해 주택가격	광주 주택가격	심천 주택가격	다우존스 Equity REITs	MSCI World REITs	MSCI AC  World REITs	MSCI Europe REITs	Reuter CRB(EW)곡물지수	Reuter CRB(EW)상품선물지수	Reuter CRB(EW)에너지지수	Reuter CRB(EW)산업지수	Reuter CRB(EW)귀금속지수	RJ CRB 상품선물지수	서부 텍사스 중질유 가격 y-y	브랜트유 가격 y-y	천연가스 선물 y-y	가솔린 선물 y-y	난방유 선물 y-y	납 선물 y-y	주석 99.85% 선물 y-y	SHG 아연 99.995% 선물 y-y	LME Index y-y	금 선물 y-y	은 선물 y-y	밀 선물 y-y	옥수수 선물 y-y	대두 선물 y-y	쌀 y-y	설탕 선물 y-y	커피 선물 y-y	오렌지쥬스 선물 y-y	돼지 선물 y-y	생우 선물 y-y	MSCI 선진국 부동산 y-y	MSCI 이머징 부동산 y-y	영국 Halifax 주택가격(계절조정) y-y	영국 Nationwide 주택가격(계절조정) y-y	북경 주택가격 y-y	천진 주택가격 y-y	상해 주택가격 y-y	광주 주택가격 y-y	심천 주택가격 y-y	다우존스 Equity REITs y-y	MSCI World REITs y-y	MSCI AC  World REITs y-y	MSCI Europe REITs y-y	Reuter CRB(EW)곡물지수 y-y	Reuter CRB(EW)상품선물지수 y-y	Reuter CRB(EW)에너지지수 y-y	Reuter CRB(EW)산업지수 y-y	Reuter CRB(EW)귀금속지수 y-y	RJ CRB 상품선물지수 y-y	천연고무 선물	Dram Exchange 지수
2011-02-01	97	111.8	4	2.7	2.9	2562	32325	2520	4432.6	1409.9	33.8	782.5	722.5	1357.3	13.9	32.5	271.7	180	88.8	110.3	162	120.6	526.6	326.8	106.8	106.7	102.3	100.6	103.2	241.1	800.3	799	687.8	505.7	677	918.5	838.2	1274.8	352.6	21.7	44.1	-16.1	31.3	44.5	18.3	88.8	14.8	33.8		104.9	54.5	91.1	42.7	3.1	34.7	110.5	25.3	22	22.1	26.4	-8.3	-2.5	-0.1	-8.6	-6	-7.3	-18	-11.1	33.4	28.2	28.2	22.9	60.9	41.5	33	76.4	44.7	28.3	499.5	3700.4
2011-03-01	106.7	117.4	4.4	3.1	3.1	2695	31800	2362	4278.6	1438.9	37.9	763.3	693.3	1410.3	14	27.1	264.2	162.8	93.7	121.6	158.2	134.1	525.9	330.2	104.9	106.6	101.7	102.7	103.1	236.8	791.3	790	693.7	493.7	672.8	984.8	842.4	1327.1	359.4	27.4	41.9	13.4	34.5	42.7	25.5	72.4	-0.5	18.5		116.3	69.4	100.9	49.9	14.5	63.4	94	20.3	27.8	25.9	16.5	-4.1	-3.5	0.2	-11.8	-6.4	-8.5	-14.6	-10.9	19.5	19.3	19.3	17.9	70.5	44	34.5	71.3	44.6	31.5	448	3725.9
2011-04-01	113.9	125.9	4.7	3.5	3.3	2491	32050	2247	4280.2	1556.4	48.6	769.3	754	1392.8	14.8	23.4	299.4	176.6	95.3	117.1	164.9	132.6	520.4	329.8	102.8	104.9	101.3	103.8	103.1	248.6	833	831.7	748.8	508.2	687.7	1052.6	710.7	1501.8	370.6	32.2	44	19.8	44.6	42.3	11.7	75.6	-1.7	21.9		161	56.4	105.9	40.8	19.8	55.3	121.4	31.4	6.4	17.1	19	1	-4.6	-1.2	-15.4	-9.3	-9.6	-11.5	-9.7	17.5	21.9	21.9	34.8	63.4	42.9	36.3	49	54.3	33.4	439	3615.4
2011-05-01	102.7	116.7	4.7	3.2	3.1	2521	27940	2266	4144.1	1535.9	38.3	782.3	747.5	1376	15.1	23.2	264.6	182.5	90.2	103.8	164.3	133.7	522.2	330.1	102.1	103.4	101.4	105.1	103.7	250.2	832.6	831.2	740.3	501.2	656.4	959.8	717.1	1373.9	350.1	38.8	56.4	7.5	56	54.3	36.3	56	17	30.4		108	70.9	108.2	46.7	29.5	63.4	97.1	27.7	10.2	14.6	30.2	8.4	-3.5	-1.2	-16.3	-10.8	-9.1	-8.2	-7.4	25.6	32.7	32.7	53.6	72.8	43.1	45.9	57.9	45.9	37.4	421.4	3553.3
2011-06-01	95.4	112.5	4.4	3	2.9	2684	26050	2365	4151.8	1502.8	34.8	584.8	629	1306.3	13.9	28.4	265.4	198.6	94.4	112.8	160.2	131.1	526.9	331	102.2	103.9	102.2	105.4	104.6	241.6	814	812.5	734.7	433.2	632.2	914.1	639.3	1294.6	338	26.2	50	-5.2	47.1	48	53.4	49.5	31.9	38.3		86.4	25.8	77.6	37.7	47.2	57.3	61.6	34	19.2	23.6	29.5	6.6	-1.7	-1.1	-15.9	-8.9	-6.7	-4.3	-5.1	28.3	33.7	33.7	51.1	46.5	34.1	38.1	46.4	36	30.8	372.6	3393.9
2011-07-01	95.7	116.7	4.1	3.1	3.1	2613	28100	2490	4329.5	1628.3	40.1	672.5	665.5	1354.3	16.1	29.8	239.6	199.8	102.8	112.6	160.4	134.9	528.2	332.3	101.9	104.2	102.5	106.4	104.7	243.8	807.3	805.7	713.8	461.1	645.8	937.4	614	1410.1	342.1	21.2	49.3	-15.8	47.8	51.6	25.8	44.1	23	29.3		122.9	1.7	69.4	28.7	52.7	52.3	35.9	36.3	19.7	21.6	19.2	-1.1	-2.6	-0.3	-15.2	-7.9	-5.1	0.2	-2.9	18.4	20.3	20.2	26.5	32.2	29.4	37.1	32.4	51.4	24.7	381	3216.3
2011-08-01	88.8	114.9	4.1	3	3.1	2580	24400	2292	3991.1	1829.3	41.7	745.3	757.5	1449	17.7	29.7	289.1	168.6	85.5	113	150.6	121	524.3	329.4	101.9	103.4	102.8	107	104.9	229.6	771.9	770.2	647.7	522	661.9	900.9	606.4	1505.1	342.6	23.5	53.9	6.2	60.5	54.3	24.6	16.2	11	19		115	14.2	78.4	43.8	59.6	50.3	63.5	22.5	13.8	16.2	12	-8.1	-3.8	-0.4	-14.1	-7.4	-3.3	2.9	-0.9	13.5	16	15.9	19	42.6	33.3	40.9	23.6	56.5	29.7	364.5	3032
2011-09-01	79.2	102.8	3.7	2.6	2.8	1985	20350	1860	3198.2	1612.6	30	609.3	592.5	1179	16	26.3	228.9	150	93.4	122.2	132.7	91.2	521.9	330.2	101.8	103.1	103.1	106.3	104.5	203.5	683.3	681.9	541.9	411.1	571.4	800.5	510.8	1213.5	298.2	-1	24.8	-5.3	28.4	24.5	-12.9	-16.1	-15.3	-13.3		37.8	-9.6	19.5	6.5	27	4.1	25	-4.4	20.1	26.3	-9.1	-34.4	-0.6	-0.2	-13.9	-6.4	-1.7	3	0	-3.3	-3.2	-3.2	-12.3	5	6.6	13.3	-8.1	16.2	3.9	301.2	3121.8
2011-10-01	93.2	109.6	3.9	2.6	3	2082	22000	2000	3526.1	1725.2	34.3	628.3	647	1207.5	16.6	25.8	227	183.9	87.5	119.8	148.6	108.8	527.3	330.3	101.7	102.9	102.9	106.1	104.4	232.1	767.1	765.4	601.4	431.2	604.3	879.3	555.7	1318.1	319.8	14.4	31.8	-2.6	25.6	37.1	-15	-14.1	-17.5	-6.5	27.1	39.8	-12.4	11.2	-1.5	15.4	-11.5	11.6	13.7	32.1	21.2	-1.7	-23.7	-0.8	0.8	-13.4	-5.9	-0.4	4.9	0.9	5.6	4.6	4.5	-8.9	-1.1	6.7	22.6	-10	20.6	6.4	301.2	2972.4
2011-11-01	100.4	110.5	3.6	2.6	3	2110	20900	2071	3436.9	1745.5	32.7	595.8	601.3	1131.3	14.8	23.7	233.8	176.1	88.2	121.6	139.9	96.6	520.7	331.5	101.3	102	102.4	106	104.1	222.7	736.6	734.9	557.5	407.1	584.2	900.2	520.6	1291.6	313.8	19.3	28.6	-15.1	13.4	30.4	-5.4	-14.7	-1.9	-8	26	16.1	-8.4	13.4	-9	6.8	-14	16.3	18	27.7	18	-4.4	-26.9	-2.1	1.6	-11.4	-6.8	0.1	6.6	1.6	3.6	4.4	4.4	-2.7	-3.4	3.2	21.6	-14.1	11.2	4.1	251	2860.9
2011-12-01	98.8	107.4	3	2.7	2.9	2035	19200	1845	3306	1566.8	27.9	652.8	646.5	1198.5	14.6	23.3	226.9	169	84.3	122.9	140.1	97.5	516.6	330.2	101	101.2	101.8	103.1	103.1	231.9	743.5	741.5	529.2	433	563	895.3	513.5	1139.3	305.3	8.2	13.3	-32.1	9.5	15.4	-20.2	-28.6	-24.8	-21.5	10.2	-9.8	-17.8	2.8	-14	4.4	-27.5	-5.7	-1.9	5.7	13.9	-9.9	-28.4	-2.5	0.9	-8.1	-5.2	0.5	3	1.5	3.6	-0.3	-0.4	-16.1	-10.1	-10.6	10.1	-29.1	-7.7	-8.3	246	3000.6
2012-01-01	98.5	111	2.5	2.9	3.1	2213	24345	2106	3666.8	1737.8	33.2	666	639	1199	14	23.6	215.1	210	87.5	124.9	151.6	111	521.6	328.5	100.1	100.2	100.7	101.1	101	246.3	789.7	787.8	564.5	434.8	589	934.3	547.5	1302.8	312.3	6.8	9.9	-43.4	15.9	11.5	-11.8	-19.1	-13.2	-15.1	30.3	18	-20.8	-3.1	-15.1	-9.7	-30.4	-12.2	24.6	0.3	14.6	-4.2	-13.7	-1.5	0.6	-6.3	-6.1	-0.8	1	-2	6.4	3	2.9	-10.8	-13.7	-9.5	9.5	-29.6	10.8	-8.5	301.5	3133.1
2012-02-01	107.1	122.7	2.6	3	3.2	2160.5	23625	2112	3707.6	1711.3	34.6	664.3	656.5	1313.5	14.2	25.7	203.2	190.6	89.4	127.7	156.4	125	518.6	329.8	99.6	99.3	99.6	100.3	99.8	243.4	791.5	789.6	577	450.3	600.3	1005.2	543.7	1341.5	322.4	10.4	9.7	-35.2	11.5	9	-15.7	-26.9	-16.2	-16.4	21.4	2.3	-15.1	-9.1	-3.2	2.5	-21.1	-25.2	5.9	0.7	15.8	-3.4	3.6	-1.5	0.9	-6.7	-6.9	-2.6	-0.3	-3.3	0.9	-1.1	-1.2	-16.1	-11	-11.3	9.4	-35.1	5.2	-8.6	319.4	3250.1
2012-03-01	103	122.9	2.1	3.4	3.2	2042	22800	2000	3581.4	1669.3	32.5	660.8	644	1403	14.8	24.7	182.5	164.5	83.4	120.5	156.6	115.3	529.2	327.4	99.2	98.8	99.2	99.7	99.4	254.1	810.7	808.8	603.9	449.5	572.9	997.4	547.7	1290.3	308.5	-3.5	4.7	-51.6	9.1	2.5	-24.2	-28.3	-15.3	-16.3	16	-14.3	-13.4	-7.1	-0.5	5.6	-8.9	-30.9	1	-11	-0.9	-1	-14	0.6	-0.9	-5.4	-7.3	-2.5	-2.9	-3.6	7.3	2.5	2.4	-12.9	-9	-14.8	1.3	-35	-2.8	-14.2	309.4	3185.2
2012-04-01	104.9	119.5	2.3	3.2	3.2	2148	22775	2062.5	3588.2	1664.2	31	647.8	660.3	1503	14.9	21.2	178	140.9	83.7	118.8	159.5	121	518.6	326.9	99	98.4	98.7	98.8	98.4	260.5	831.1	829.1	583.1	450.9	558.2	985.3	530.9	1249.4	305.9	-8	-5.1	-51.4	-8.1	-2.2	-13.8	-28.9	-8.2	-16.2	6.9	-36.3	-15.8	-12.4	7.9	0.4	-9.5	-40.6	-20.2	-12.2	1.5	-3.2	-8.8	-0.3	-0.9	-3.7	-6.2	-2.6	-4.8	-4.6	4.8	-0.2	-0.3	-22.1	-11.3	-18.8	-6.4	-25.3	-16.8	-17.4	298	3210.5
2012-05-01	86.5	101.9	2.4	2.8	2.7	1921	19600	1870.5	3216.1	1562.6	27.7	643.8	555.3	1340	14.2	19.4	160.7	112.1	89.8	117.1	148.7	113.1	520.8	327.6	98.8	98.9	98.4	98.4	97.7	248.2	787.4	785.4	532	415.6	508.8	834.5	446.8	1139.9	273	-15.7	-12.7	-48.1	-10.3	-11.5	-23.8	-29.8	-17.5	-22.4	1.7	-27.6	-17.7	-25.7	-2.6	-5.6	-16.2	-39.3	-38.6	-0.4	12.9	-9.5	-15.4	-0.3	-0.8	-3.2	-4.4	-3	-6.4	-5.8	-0.8	-5.4	-5.5	-28.1	-17.1	-22.5	-13.1	-37.7	-17	-22	263.5	3241.1
2012-06-01	85	97.8	2.8	2.7	2.7	1861	18775	1877	3251.7	1604.2	27.6	739	672.5	1512.8	14.2	21.8	170.1	122.7	96.6	116.6	158.7	120.7	522.3	326.2	99	99	98.5	98.4	97.5	262	835	832.9	573.8	478.4	539.7	816	458.5	1156.9	284.2	-11	-13.1	-35.4	-10	-8.1	-30.7	-27.9	-20.6	-21.7	6.7	-20.8	26.4	6.9	15.8	2.2	-23.1	-35.9	-38.2	2.4	3.4	-1	-7.9	-0.9	-1.4	-3.1	-4.7	-3.6	-6.6	-6.8	8.4	2.6	2.5	-21.9	10.5	-14.6	-10.7	-28.3	-10.6	-15.9	236.2	3252.1
2012-07-01	88.1	104.9	3.2	2.9	2.8	1920	18100	1842	3191.2	1610.5	27.9	888.3	806.5	1721	15.6	22.6	174.4	109.9	93	118.9	165	121.8	519.2	324	99.3	98.9	98.5	98.7	97.6	267.2	865.3	863.1	597.6	568.3	560.9	853.6	453	1153.7	299.5	-8	-10.1	-22.6	-6.4	-8.2	-26.5	-35.6	-26	-26.3	-1.1	-30.4	32.1	21.2	27.1	-3.1	-24.1	-27.2	-45	-9.6	5.5	2.8	-9.7	-1.7	-2.5	-2.6	-5.1	-3.9	-7.2	-6.8	9.6	7.2	7.1	-16.3	23.2	-13.1	-8.9	-26.2	-18.2	-12.4	213.7	3212.7
2012-08-01	96.5	114.6	2.8	3.1	3.2	1965	19400	1841	3225.3	1685.3	31.4	870	802.8	1764.5	15	19.8	164.6	131.9	74.2	119	164.5	119.8	518.8	327.1	99.4	99.2	98.5	99	97.8	266.7	862.2	860.2	612.8	580.1	576.9	939.6	473.6	1251.6	309.6	8.6	-0.2	-31	2.4	3	-23.8	-20.5	-19.7	-19.2	-7.9	-24.8	16.7	6	21.8	-15.1	-33.4	-43.1	-21.7	-13.2	5.3	9.3	-1	-1	-0.7	-2.5	-4.1	-4.2	-7.5	-6.8	16.2	11.7	11.7	-5.4	11.1	-12.8	4.3	-21.9	-16.8	-9.6	215.8	3184.2
2012-09-01	92.2	112.4	3.3	3.3	3.2	2280	21800	2096	3549	1771.1	34.5	902.5	756.3	1601	15.5	19.6	173.5	113.2	77.2	122.1	167.3	128.4	518.4	326	99.5	99.4	98.4	99.3	97.9	262.3	856.7	854.6	611.2	553.8	580.2	920.9	472.8	1350.1	309.3	16.4	9.4	-9.4	27.3	13.4	14.9	7.1	12.7	11	9.8	14.9	48.1	27.6	35.8	-3	-25.7	-24.2	-24.6	-17.3	-0.1	26.1	40.7	-0.7	-1.3	-2.3	-3.6	-4.6	-6.6	-6.3	28.9	25.4	25.3	12.8	34.7	1.6	15	-7.4	11.3	3.7	256.9	3221.6
2012-10-01	86.2	108.7	3.7	2.8	3.1	2063	19925	1870	3278.5	1719.1	32.3	864.5	755.8	1547	14.8	19.5	154.7	106.3	78.3	126.8	168.5	129.7	515.1	327.2	99.8	99.6	98.7	99.9	98.4	261.2	865.3	863.3	654.9	540	563.9	865.2	456.1	1282	295.8	-7.5	-0.8	-6.2	4.5	0.8	-0.9	-9.4	-6.5	-7	-0.4	-6	37.6	16.8	28.1	-10.9	-24.5	-31.9	-42.2	-10.5	5.8	13.4	19.2	-2.3	-0.9	-1.9	-3.2	-4.1	-5.8	-5.7	12.5	12.8	12.8	8.9	25.2	-6.7	-1.6	-17.9	-2.7	-7.5	243.1	3089.4
2012-11-01	88.9	111.2	3.6	2.8	3	2252	21845	2046	3471.5	1710.9	33.2	844.8	748	1438.8	15.3	19.3	142.1	123.3	84.1	126.7	169.3	140.7	522.2	327.6	100.7	100.4	99.2	100.7	99.3	259.7	860.7	858.8	669.5	525.1	571.2	889	475.9	1300.1	299	-11.4	0.6	0.3	7.5	0.7	6.7	4.5	-1.2	1	-2	1.4	41.8	24.4	27.2	3	-18.4	-39.2	-30	-4.6	4.2	21	45.6	0.3	-1.2	-0.6	-1.6	-3.1	-5	-4.6	16.6	16.8	16.9	20.1	29	-2.2	-1.3	-8.6	0.7	-4.7	246.6	2948.6
2012-12-01	91.8	111.1	3.4	2.8	3	2330	23400	2080	3454.5	1675.8	30.2	778	698.3	1418.8	14.9	19.5	143.8	116.1	85.7	129.9	174.9	144.9	531.1	326.8	101.6	100.8	100	102.3	100.8	267.8	876.1	874.4	686.4	492.5	554.6	900.3	480.2	1233.9	295	-7.1	3.5	12.1	4.7	3.8	14.5	21.9	12.7	4.5	7	8.2	19.2	8	18.4	1.8	-16.3	-36.6	-31.3	1.7	5.7	24.9	48.7	2.8	-1	0.6	-0.4	-1.8	-0.8	-2.2	15.5	17.8	17.9	29.7	13.8	-1.5	0.6	-6.5	8.3	-3.4	289	3262.3
2013-01-01	97.5	115.6	3.3	3	3.1	2431	24770	2145	3557.9	1660.6	31.3	779.5	740.5	1468.5	15.5	18.8	147	119.7	87.6	127.6	180	152.6	526.9	328.3	103.3	101.4	101.3	104.7	103.2	276.9	899.2	897.3	677	508.9	569.1	957.1	510	1280.3	304	-1	4.1	33.4	4.8	2.2	9.9	1.7	1.9	-3	-4.4	-5.7	17	15.9	22.5	10.7	-20.6	-31.7	-43	0.1	2.2	18.7	37.4	1	-0.1	3.2	1.2	0.6	3.6	2.2	12.4	13.9	13.9	19.9	17.1	-3.4	2.4	-6.9	-1.7	-2.7	293.3	3493.4
2013-02-01	92.1	111.4	3.5	2.9	3	2281.5	23400	2065	3386.4	1578.1	28.4	707.8	719.5	1474.3	15.5	18.4	142.7	127.2	81	128	181	149.3	529.1	329.3	105.9	102.8	103.4	108.1	105.7	279.7	903.9	901.9	663.2	479.3	550.1	918	504.1	1195.3	292.9	-14	-9.2	33.3	-4.2	-6.8	5.6	-1	-2.2	-8.7	-7.8	-17.9	6.5	9.6	12.2	9.2	-28.4	-29.8	-33.3	-9.4	0.3	15.7	19.5	2	-0.1	6.3	3.5	3.8	7.8	5.9	14.9	14.2	14.2	14.9	6.4	-8.4	-8.7	-7.3	-10.9	-9.1	275.5	3767.8
2013-03-01	97.2	110	4	3.1	2.9	2112	23230	1897	3262.1	1594.8	28.3	687.8	695.3	1404.8	15.4	17.7	137.2	135.2	80.6	128.9	183.9	141.3	531.9	330.1	108.6	104.3	106.4	111.1	108.9	286.7	923.9	921.8	659.3	457.4	551.9	939.8	504.6	1196.2	296.4	-5.6	-10.5	89.3	-8.4	-8	3.4	1.9	-5.2	-8.9	-4.5	-12.9	4.1	8	0.1	4.1	-28.5	-24.8	-17.8	-3.4	7	17.4	22.5	0.5	0.8	9.5	5.6	7.3	11.4	9.6	12.8	14	14	9.2	1.8	-3.7	-5.8	-7.9	-7.3	-3.9	261.5	4582.7
2013-04-01	93.5	102.4	4.3	2.8	2.9	2027	20370	1868	3075.6	1472.1	24.1	721.8	683.3	1467.8	14.9	17.7	135	141.4	90.1	128.4	197.9	148.4	538.2	329.7	110.3	105.2	108.5	113.5	111.3	304.5	985.8	983.6	717.5	458.4	541.8	879.6	481.4	1088.3	288.1	-10.9	-14.3	90.1	-12	-9.7	-5.6	-10.6	-9.4	-14.3	-11.5	-22	11.4	3.5	-2.3	-0.1	-16.5	-24.2	0.4	7.7	8.1	24.1	22.7	3.8	0.9	11.4	6.9	9.9	14.9	13.1	16.9	18.6	18.6	23	1.7	-2.9	-10.7	-9.3	-12.9	-5.8	251.3	4437.1
2013-05-01	92	100.4	4	2.8	2.8	2201	20900	1927	3169.9	1392.6	22.2	705.5	662	1510	15.3	16.6	127.1	151.4	95.6	121.3	179.9	142	539.7	331.3	111.8	105.4	110.2	115.3	113.7	285.7	905.8	903.8	704.2	461.9	528.1	863.2	471.6	1028.9	281.9	6.3	-1.5	64.5	-1.6	3.2	14.6	6.6	3	-1.4	-10.9	-19.9	9.6	19.2	12.7	7.5	-14.8	-20.9	35.1	6.5	3.6	21	25.6	3.6	1.1	13.2	6.6	12	17.2	16.4	15.1	15	15.1	32.4	11.1	3.8	3.4	5.6	-9.7	3.3	248	4664.4
2013-06-01	96.6	102.2	3.6	2.8	2.9	2051	19675	1853	2940.5	1223.7	19.5	648.5	679.3	1564.5	15.7	16.4	120	129.9	101.3	118.2	174.4	127.3	542.7	332.8	112.9	105.8	111.9	116.3	115.7	278.2	873.4	871.3	660.2	418.5	500.4	876.3	461.5	915.5	275.6	13.7	4.5	26.2	0.9	6.8	10.2	4.8	-1.3	-9.6	-23.7	-29.5	-12.2	1	3.4	10.9	-24.9	-29.5	5.9	4.8	1.4	9.9	5.5	3.9	2	14	6.9	13.6	18.2	18.7	6.2	4.6	4.6	15	-12.5	-7.3	7.4	0.6	-20.9	-3	232.3	5275.4
2013-07-01	105	107.7	3.4	3	3	2070	20400	1843	2990.2	1312.4	19.6	664.3	499	1374	15.8	17	118.6	143.9	97.6	121.5	175.3	127.1	547.2	337.1	114.1	106	113.7	117.2	116.6	279.9	874.7	872.3	704.6	394.9	508.2	942	469.3	960.1	283.9	19.3	2.6	7.4	4.4	7.1	7.8	12.7	0.1	-6.3	-18.5	-29.7	-25.2	-38.1	-20.2	1.3	-25	-32	30.9	5	2.2	6.3	4.3	5.4	4	14.9	7.2	15.4	18.7	19.5	4.7	1.1	1.1	17.9	-30.5	-9.4	10.4	3.6	-16.8	-5.2	237.2	4918.5
2013-08-01	107.7	114	3.6	3	3.1	2152	21225	1905	3062.8	1395.8	23.5	643.3	495	1424	15.8	16.3	112.1	137	87.6	122.7	168.3	125.2	550.9	338.5	114.9	106.1	115.4	118.8	118.1	260.6	827.5	824.7	660.6	407.9	523.6	956.9	474.1	1064	291.2	11.6	-0.5	27.9	-2.8	-0.9	9.5	9.4	3.5	-5	-17.2	-25.2	-26.1	-38.3	-19.3	5.3	-17.4	-31.9	3.8	18.1	3.1	2.3	4.5	6.2	3.5	15.6	7	17.2	20	20.8	-2.3	-4	-4.1	7.8	-29.7	-9.2	1.8	0.1	-15	-6	256.2	4733.9
2013-09-01	102.3	108.4	3.6	2.6	3	2117	23350	1918	3140.7	1326.5	21.7	678.5	441.5	1282.8	15.1	17.5	113.7	131.3	92	127.9	177.8	127.3	553.2	342.7	116	106.7	117	120	119.7	268.3	865.5	862.4	722.5	393.1	517.1	897.3	491.9	992.6	285.5	11	-3.6	7.2	-21.2	-6.3	-7.1	7.1	-8.5	-11.5	-25.1	-37.3	-24.8	-41.6	-19.9	-2.2	-10.7	-34.5	16	19.2	4.7	6.3	-0.8	6.7	5.1	16.6	7.3	18.9	20.8	22.3	2.3	1	0.9	18.2	-29	-10.9	-2.6	4.1	-26.5	-7.7	251.1	5966.3
2013-10-01	96.4	108.8	3.6	2.6	3	2184	22875	1952	3149.6	1323.7	21.8	667.5	428.3	1280.3	15	18.3	105.4	121.6	89.2	134.5	181.4	134.4	559.8	346.1	116.4	107	117.8	120.5	120.2	279.3	893.1	890.6	760.7	385.1	508.1	881.6	464.5	1002.5	277.9	11.8	0.1	-3	-4.6	-3.3	5.9	14.8	4.4	-3.9	-23	-32.4	-22.8	-43.3	-17.2	1.3	-5.9	-31.8	14.4	13.9	6.1	7.6	3.6	8.7	5.8	16.6	7.4	19.4	20.6	22.2	6.9	3.2	3.2	16.1	-28.7	-9.9	1.9	1.8	-21.8	-6.1	248.1	5928.2
2013-11-01	92.7	109.7	4	2.7	3	2080	22800	1887	3036.5	1250.6	20	655	415.3	1336.5	16	17.2	110.3	139.7	85.7	133.5	175.2	127.7	564.1	349.1	116.3	107	118.2	120.7	120.6	265.1	849.4	847.1	757.9	389.1	509.2	890.3	461.6	937.5	274.9	4.3	-1.4	11	-2.8	0.2	-7.6	4.4	-7.8	-12.5	-26.9	-39.8	-22.5	-44.5	-7.1	4.5	-11.3	-22.4	13.3	1.9	5.3	3.5	-9.2	8	6.6	15.5	6.6	19.2	19.9	21.5	2.1	-1.3	-1.4	13.2	-25.9	-10.9	0.1	-3	-27.9	-8.1	262.8	5668.8
2013-12-01	98.4	110.8	4.2	2.8	3.1	2219	22350	2055	3182.9	1202.3	19.3	605.3	422	1312.5	15.5	16.4	110.7	136.5	85.4	134.5	175	118.4	563.9	353.8	116	107.4	118.2	120.1	119.9	265.3	845.7	842.4	760.3	372.7	508.1	924	489.2	916.1	280.2	7.2	-0.3	26.2	-0.9	1.1	-4.8	-4.5	-1.2	-7.9	-28.3	-35.9	-22.2	-39.6	-7.5	4.4	-15.9	-23	17.6	-0.3	3.5	0	-18.3	6.2	8.2	14.2	6.5	18.2	17.4	18.9	-0.9	-3.5	-3.7	10.8	-24.3	-8.4	2.6	1.9	-25.8	-5	279.5	6251.2
2014-01-01	97.5	106.4	4.9	2.6	3.3	2114	22025	1972	3041.6	1240.1	19.1	555.8	434	1282.8	15.4	15.6	125.2	142.6	86.2	141.7	172.5	111.5	569	356.8	114.7	107.3	117.5	118.6	117.8	273.8	860.4	855.2	748.8	364.2	515	898.5	479.2	922.1	283.3	0	-7.9	48	-13.2	4.8	-13	-11.1	-8.1	-14.5	-25.3	-39	-28.7	-41.4	-12.6	-0.6	-17.2	-14.8	19.1	-1.6	11	-4.1	-26.9	8	8.7	11	5.8	16	13.3	14.1	-1.1	-4.3	-4.7	10.6	-28.4	-9.5	-6.1	-6	-28	-6.8	224.2	6391.9
2014-02-01	102.6	109.1	4.6	2.8	3.1	2135	23540	2073	3084.9	1321.6	21.2	599	457.5	1414.3	15.4	16.5	179.8	147.8	106.9	152	178.1	113.8	584	359.9	112.2	106.3	115.7	115.7	115.6	285.6	901.4	896.2	816.3	392.1	550.1	934.1	481	991.6	302.4	11.5	-2.1	32.2	-4.3	4	-6.4	0.6	0.4	-8.9	-16.3	-25.3	-15.4	-36.4	-4.1	-0.8	-10.4	26	16.2	31.9	18.7	-1.6	-23.8	10.4	9.3	5.9	3.4	11.9	7	9.4	2.1	-0.3	-0.6	23.1	-18.2	0	1.8	-4.6	-17	3.2	221.6	6176.5
2014-03-01	101.6	107.8	4.4	2.9	2.9	2068	22800	1983	2997.4	1283.4	19.7	697.3	502	1464	15.6	17.8	177.9	155	126	145.9	177.4	118.2	579.4	361.4	110.3	105.1	113.1	113.3	112.8	285.5	896.5	892.4	785.4	427.2	560.4	920.1	486	953	304.7	4.5	-2.1	8.6	-6.3	0.6	-2.1	-1.9	4.5	-8.1	-19.5	-30.2	1.4	-27.8	4.2	1.6	0.6	29.7	14.7	56.3	13.1	-3.5	-16.4	8.9	9.5	1.6	0.8	6.3	2	3.6	-0.4	-3	-3.2	19.1	-6.6	1.5	-2.1	-3.7	-20.3	2.8	250.2	6175.9
2014-04-01	99.7	108.1	4.8	3	2.9	2106	22950	2040	3052.1	1295.9	19.1	713	514	1530.8	15.6	17.2	203.1	154.6	117.7	145.8	182.6	115.5	572.2	365.4	108.9	104.5	111.5	111.1	111	293.6	930.4	926	821.6	441.3	566.5	918.4	473.7	947.9	309.5	6.7	5.6	10.9	7.4	2.1	3.9	12.7	9.2	-0.8	-12	-20.8	-1.2	-24.8	4.3	5.1	-2.4	50.5	9.3	30.6	13.6	-7.7	-22.2	6.3	10.8	-1.3	-0.7	2.8	-2.1	-0.3	-3.6	-5.6	-5.9	14.5	-3.7	4.6	4.4	-1.6	-12.9	7.4	203.9	6681.8
